repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5327586206896552,0.580714456157053,0.6788515406162465,0.47694112734260175,0.6788515406162465,"[0.7717086834733894, 0.6736694677871149, 0.7647058823529411, 0.6470588235294117, 0.6736694677871149, 0.6246498599439776, 0.6764705882352942, 0.592436974789916, 0.6932773109243697, 0.6708683473389356]"
